"","RF","SPR"
"result.7633",36,13
"result.7634",36,11
"result.7635",34,12
"result.7636",34,10
"result.7637",34,11
"result.7638",36,13
"result.7639",36,12
"result.7640",36,12
"result.7641",36,13
"result.7642",36,12
"result.7643",36,14
"result.7644",36,13
"result.7645",36,13
"result.7646",36,13
"result.7647",36,11
"result.7648",36,12
"result.7649",36,13
"result.7650",36,13
"result.7651",36,13
"result.7652",36,11
"result.7653",34,12
"result.7654",36,12
"result.7655",36,13
"result.7656",36,12
"result.7657",36,11
"result.7658",36,13
"result.7659",36,13
"result.7660",36,13
"result.7661",36,13
"result.7662",36,13
"result.7663",36,12
"result.7664",36,12
"result.7665",36,12
"result.7666",34,12
"result.7667",36,11
"result.7668",36,13
"result.7669",36,13
"result.7670",36,13
"result.7671",36,13
"result.7672",36,13
"result.7673",34,12
"result.7674",36,11
"result.7675",36,13
"result.7676",34,12
"result.7677",36,12
"result.7678",36,13
"result.7679",36,12
"result.7680",36,13
"result.7681",36,13
"result.7682",36,12
"result.7683",34,12
"result.7684",36,13
"result.7685",36,12
"result.7686",36,12
"result.7687",36,11
"result.7688",36,12
"result.7689",36,12
"result.7690",34,12
"result.7691",36,13
"result.7692",36,14
"result.7693",36,12
"result.7694",36,13
"result.7695",36,13
"result.7696",34,10
"result.7697",36,12
"result.7698",36,13
"result.7699",34,12
"result.7700",34,13
"result.7701",36,13
"result.7702",34,12
"result.7703",36,12
"result.7704",36,12
"result.7705",34,12
"result.7706",36,12
"result.7707",36,12
"result.7708",36,11
"result.7709",36,11
"result.7710",36,12
"result.7711",36,13
"result.7712",36,12
"result.7713",34,13
"result.7714",36,13
"result.7715",36,12
"result.7716",36,13
"result.7717",36,11
"result.7718",36,12
"result.7719",36,13
"result.7720",36,11
"result.7721",36,12
"result.7722",34,11
"result.7723",36,13
"result.7724",36,12
"result.7725",36,12
"result.7726",36,12
"result.7727",36,13
"result.7728",36,12
"result.7729",36,12
"result.7730",36,13
"result.7731",36,13
"result.7732",36,14
"result.7733",36,12
"result.7734",36,12
"result.7735",36,13
"result.7736",36,13
"result.7737",36,11
"result.7738",36,12
"result.7739",36,12
"result.7740",36,12
"result.7741",34,10
"result.7742",36,13
"result.7743",36,12
"result.7744",34,12
"result.7745",36,14
"result.7746",36,12
"result.7747",32,10
"result.7748",36,13
"result.7749",34,10
"result.7750",36,12
"result.7751",36,13
"result.7752",36,13
"result.7753",36,13
"result.7754",36,13
"result.7755",36,12
"result.7756",34,13
"result.7757",36,13
"result.7758",34,11
"result.7759",36,13
"result.7760",36,13
"result.7761",36,13
"result.7762",36,13
"result.7763",36,13
"result.7764",36,12
"result.7765",34,11
"result.7766",36,12
"result.7767",36,12
"result.7768",36,11
"result.7769",36,12
"result.7770",34,11
"result.7771",36,12
"result.7772",36,14
"result.7773",36,13
"result.7774",36,11
"result.7775",36,11
"result.7776",34,12
"result.7777",36,12
"result.7778",36,12
"result.7779",36,12
"result.7780",36,12
"result.7781",36,13
"result.7782",34,11
"result.7783",36,12
"result.7784",36,12
"result.7785",34,11
"result.7786",36,13
"result.7787",32,9
"result.7788",36,12
"result.7789",36,12
"result.7790",36,11
"result.7791",36,13
"result.7792",36,12
"result.7793",36,12
"result.7794",36,12
"result.7795",36,12
"result.7796",36,14
"result.7797",34,11
"result.7798",36,11
"result.7799",36,12
"result.7800",36,12
"result.7801",36,11
"result.7802",36,13
"result.7803",36,13
"result.7804",36,13
"result.7805",36,13
"result.7806",36,12
"result.7807",36,12
"result.7808",36,12
"result.7809",36,13
"result.7810",36,14
"result.7811",36,13
"result.7812",36,12
"result.7813",36,13
"result.7814",36,11
"result.7815",36,13
"result.7816",34,12
"result.7817",36,12
"result.7818",36,11
"result.7819",36,12
"result.7820",34,12
"result.7821",36,13
"result.7822",36,12
"result.7823",36,12
"result.7824",36,12
"result.7825",36,12
"result.7826",34,12
"result.7827",36,13
"result.7828",36,12
"result.7829",36,13
"result.7830",32,11
"result.7831",36,13
"result.7832",34,11
"result.7833",36,11
"result.7834",34,11
"result.7835",36,12
"result.7836",36,12
"result.7837",36,12
"result.7838",36,12
"result.7839",36,12
"result.7840",36,13
"result.7841",32,11
"result.7842",36,13
"result.7843",36,13
"result.7844",36,13
"result.7845",36,11
"result.7846",34,12
"result.7847",36,12
"result.7848",36,12
"result.7849",36,12
"result.7850",36,12
"result.7851",36,12
"result.7852",36,14
"result.7853",36,12
"result.7854",36,14
"result.7855",36,13
"result.7856",36,13
"result.7857",36,13
"result.7858",36,13
"result.7859",36,11
"result.7860",36,11
"result.7861",36,13
"result.7862",36,12
"result.7863",36,13
"result.7864",36,13
"result.7865",36,13
"result.7866",36,13
"result.7867",34,12
"result.7868",36,13
"result.7869",36,12
"result.7870",36,12
"result.7871",36,12
"result.7872",36,13
"result.7873",36,12
"result.7874",36,13
"result.7875",36,12
"result.7876",36,13
"result.7877",36,10
"result.7878",34,11
"result.7879",36,11
"result.7880",36,13
"result.7881",36,13
"result.7882",36,12
"result.7883",32,9
"result.7884",36,12
"result.7885",36,12
"result.7886",34,12
"result.7887",36,11
"result.7888",36,13
"result.7889",36,12
"result.7890",36,13
"result.7891",34,10
"result.7892",32,11
"result.7893",36,12
"result.7894",36,12
"result.7895",36,12
"result.7896",36,12
"result.7897",34,11
"result.7898",34,12
"result.7899",36,11
"result.7900",34,11
"result.7901",36,12
"result.7902",36,12
"result.7903",36,10
"result.7904",36,13
"result.7905",34,12
"result.7906",36,12
"result.7907",36,13
"result.7908",36,13
"result.7909",36,12
"result.7910",36,13
"result.7911",36,12
"result.7912",36,11
"result.7913",34,12
"result.7914",34,12
"result.7915",36,12
"result.7916",36,12
"result.7917",36,13
"result.7918",36,13
"result.7919",36,12
"result.7920",36,13
"result.7921",36,12
"result.7922",36,13
"result.7923",36,12
"result.7924",36,12
"result.7925",36,12
"result.7926",34,11
"result.7927",36,12
"result.7928",36,12
"result.7929",36,13
"result.7930",34,11
"result.7931",36,11
"result.7932",36,11
"result.7933",36,13
"result.7934",36,11
"result.7935",34,12
"result.7936",36,13
"result.7937",36,13
"result.7938",36,14
"result.7939",36,13
"result.7940",36,12
"result.7941",34,12
"result.7942",36,11
"result.7943",36,12
"result.7944",34,12
"result.7945",34,13
"result.7946",34,11
"result.7947",36,12
"result.7948",36,12
"result.7949",36,14
"result.7950",36,13
"result.7951",36,13
"result.7952",36,12
"result.7953",36,11
"result.7954",36,12
"result.7955",36,12
"result.7956",34,12
"result.7957",36,13
"result.7958",36,12
"result.7959",36,13
"result.7960",34,11
"result.7961",36,13
"result.7962",34,12
"result.7963",36,13
"result.7964",34,12
"result.7965",36,13
"result.7966",36,13
"result.7967",36,12
"result.7968",36,12
"result.7969",36,12
"result.7970",36,12
"result.7971",30,11
"result.7972",36,12
"result.7973",36,12
"result.7974",36,12
"result.7975",36,12
"result.7976",36,12
"result.7977",36,12
"result.7978",34,10
"result.7979",36,12
"result.7980",36,13
"result.7981",36,12
"result.7982",36,12
"result.7983",34,12
"result.7984",36,13
"result.7985",36,12
"result.7986",36,11
"result.7987",36,12
"result.7988",36,12
"result.7989",36,12
"result.7990",34,12
"result.7991",36,13
"result.7992",36,12
"result.7993",36,12
"result.7994",34,10
"result.7995",36,12
"result.7996",36,13
"result.7997",36,12
"result.7998",36,13
"result.7999",34,10
"result.8000",36,12
"result.8001",36,12
"result.8002",36,12
"result.8003",36,12
"result.8004",32,11
"result.8005",36,13
"result.8006",36,13
"result.8007",34,12
"result.8008",36,12
"result.8009",36,12
"result.8010",36,12
"result.8011",36,12
"result.8012",36,11
"result.8013",36,12
"result.8014",34,11
"result.8015",36,11
"result.8016",36,13
"result.8017",36,12
"result.8018",36,13
"result.8019",34,12
"result.8020",36,13
"result.8021",36,13
"result.8022",36,13
"result.8023",36,12
"result.8024",36,13
"result.8025",36,13
"result.8026",34,13
"result.8027",36,13
"result.8028",36,12
"result.8029",34,13
"result.8030",36,12
"result.8031",36,13
"result.8032",36,14
"result.8033",36,13
"result.8034",34,11
"result.8035",36,12
"result.8036",36,10
"result.8037",36,11
"result.8038",34,11
"result.8039",36,12
"result.8040",36,12
"result.8041",36,12
"result.8042",34,11
"result.8043",36,12
"result.8044",36,13
"result.8045",36,12
"result.8046",36,12
"result.8047",36,13
"result.8048",36,11
"result.8049",36,12
"result.8050",36,14
"result.8051",36,12
"result.8052",36,11
"result.8053",36,11
"result.8054",36,11
"result.8055",34,12
"result.8056",36,14
"result.8057",36,13
"result.8058",34,11
"result.8059",36,13
"result.8060",36,14
"result.8061",36,11
"result.8062",36,12
"result.8063",36,12
"result.8064",36,12
"result.8065",34,10
"result.8066",36,13
"result.8067",36,12
"result.8068",34,10
"result.8069",36,13
"result.8070",34,12
"result.8071",36,13
"result.8072",36,13
"result.8073",36,11
"result.8074",36,13
"result.8075",36,12
"result.8076",36,13
"result.8077",36,12
"result.8078",36,12
"result.8079",36,11
"result.8080",34,10
"result.8081",36,13
"result.8082",36,11
"result.8083",36,13
"result.8084",36,12
"result.8085",36,12
"result.8086",36,12
"result.8087",36,13
"result.8088",34,12
"result.8089",34,13
"result.8090",36,12
"result.8091",36,11
"result.8092",36,12
"result.8093",36,12
"result.8094",36,12
"result.8095",36,12
"result.8096",36,12
"result.8097",34,12
"result.8098",34,12
"result.8099",36,13
"result.8100",34,12
"result.8101",36,11
"result.8102",36,13
"result.8103",36,13
"result.8104",36,12
"result.8105",36,12
"result.8106",36,12
"result.8107",34,11
"result.8108",36,13
"result.8109",36,12
"result.8110",36,12
"result.8111",36,13
"result.8112",36,13
"result.8113",36,14
"result.8114",36,14
"result.8115",36,12
"result.8116",36,14
"result.8117",32,12
"result.8118",34,13
"result.8119",36,11
"result.8120",36,13
"result.8121",34,12
"result.8122",36,13
"result.8123",36,13
"result.8124",36,13
"result.8125",34,12
"result.8126",34,12
"result.8127",36,11
"result.8128",36,12
"result.8129",34,12
"result.8130",36,13
"result.8131",36,12
"result.8132",36,12
"result.8133",36,12
"result.8134",36,12
"result.8135",36,12
"result.8136",36,14
"result.8137",36,13
"result.8138",36,12
"result.8139",36,13
"result.8140",36,13
"result.8141",36,12
"result.8142",36,11
"result.8143",36,13
"result.8144",36,10
"result.8145",34,10
"result.8146",34,12
"result.8147",36,12
"result.8148",36,12
"result.8149",36,13
"result.8150",36,12
"result.8151",36,11
"result.8152",34,11
"result.8153",34,12
"result.8154",36,13
"result.8155",36,13
"result.8156",36,13
"result.8157",34,11
"result.8158",36,12
"result.8159",36,14
"result.8160",36,13
"result.8161",34,11
"result.8162",36,11
"result.8163",36,13
"result.8164",36,11
"result.8165",36,12
"result.8166",36,13
"result.8167",36,13
"result.8168",34,12
"result.8169",32,10
"result.8170",36,13
"result.8171",36,13
"result.8172",34,13
"result.8173",34,10
"result.8174",34,12
"result.8175",34,11
"result.8176",36,12
"result.8177",36,12
"result.8178",34,13
"result.8179",36,13
"result.8180",36,12
"result.8181",34,12
"result.8182",36,13
"result.8183",34,12
"result.8184",36,12
"result.8185",36,13
"result.8186",34,12
"result.8187",36,13
"result.8188",36,13
"result.8189",36,12
"result.8190",36,12
"result.8191",36,12
"result.8192",36,13
"result.8193",36,12
"result.8194",36,11
"result.8195",36,12
"result.8196",36,13
"result.8197",36,13
"result.8198",36,13
"result.8199",36,12
"result.8200",36,13
"result.8201",34,11
"result.8202",36,12
"result.8203",36,12
"result.8204",36,12
"result.8205",36,12
"result.8206",36,12
"result.8207",36,11
"result.8208",34,11
"result.8209",36,10
"result.8210",36,13
"result.8211",36,13
"result.8212",34,12
"result.8213",36,12
"result.8214",36,13
"result.8215",36,14
"result.8216",36,13
"result.8217",36,11
"result.8218",34,10
"result.8219",34,12
"result.8220",36,12
"result.8221",36,12
"result.8222",36,13
"result.8223",36,13
"result.8224",36,13
"result.8225",36,12
"result.8226",36,10
"result.8227",36,10
"result.8228",36,13
"result.8229",36,13
"result.8230",34,13
"result.8231",36,12
"result.8232",36,12
"result.8233",34,12
"result.8234",36,11
"result.8235",36,12
"result.8236",36,14
"result.8237",36,12
"result.8238",34,12
"result.8239",36,11
"result.8240",36,12
"result.8241",36,13
"result.8242",36,12
"result.8243",36,13
"result.8244",36,13
"result.8245",36,13
"result.8246",34,12
"result.8247",36,13
"result.8248",34,12
"result.8249",36,12
"result.8250",36,12
"result.8251",34,12
"result.8252",36,13
"result.8253",36,11
"result.8254",36,12
"result.8255",36,12
"result.8256",36,12
"result.8257",36,12
"result.8258",34,12
"result.8259",36,13
"result.8260",36,12
"result.8261",34,11
"result.8262",36,13
"result.8263",34,11
"result.8264",36,12
"result.8265",36,12
"result.8266",34,11
"result.8267",36,12
"result.8268",36,12
"result.8269",34,10
"result.8270",36,14
"result.8271",36,12
"result.8272",36,13
"result.8273",36,12
"result.8274",36,12
"result.8275",36,13
"result.8276",36,12
"result.8277",36,12
"result.8278",36,13
"result.8279",34,11
"result.8280",34,12
"result.8281",36,13
"result.8282",36,13
"result.8283",36,12
"result.8284",34,12
"result.8285",34,11
"result.8286",36,11
"result.8287",36,12
"result.8288",36,11
"result.8289",36,12
"result.8290",36,12
"result.8291",36,11
"result.8292",34,11
"result.8293",36,13
"result.8294",32,10
"result.8295",34,10
"result.8296",32,12
"result.8297",36,12
"result.8298",36,13
"result.8299",36,13
"result.8300",36,13
"result.8301",34,11
"result.8302",36,12
"result.8303",36,13
"result.8304",36,11
"result.8305",36,12
"result.8306",36,13
"result.8307",34,13
"result.8308",36,13
"result.8309",36,12
"result.8310",36,13
"result.8311",34,10
"result.8312",36,12
"result.8313",36,12
"result.8314",36,13
"result.8315",36,12
"result.8316",34,12
"result.8317",36,12
"result.8318",36,13
"result.8319",36,11
"result.8320",36,12
"result.8321",36,11
"result.8322",34,12
"result.8323",36,12
"result.8324",36,12
"result.8325",36,12
"result.8326",36,12
"result.8327",36,13
"result.8328",36,12
"result.8329",36,12
"result.8330",36,12
"result.8331",34,11
"result.8332",36,12
"result.8333",36,11
"result.8334",36,11
"result.8335",34,12
"result.8336",36,14
"result.8337",36,12
"result.8338",36,11
"result.8339",36,11
"result.8340",36,13
"result.8341",36,13
"result.8342",36,13
"result.8343",36,13
"result.8344",34,13
"result.8345",34,9
"result.8346",36,12
"result.8347",36,13
"result.8348",36,13
"result.8349",36,13
"result.8350",36,12
"result.8351",36,12
"result.8352",36,13
"result.8353",36,12
"result.8354",36,12
"result.8355",36,12
"result.8356",34,12
"result.8357",36,12
"result.8358",34,13
"result.8359",36,13
"result.8360",34,11
"result.8361",36,12
"result.8362",34,12
"result.8363",36,12
"result.8364",36,12
"result.8365",36,11
"result.8366",36,12
"result.8367",34,11
"result.8368",36,13
"result.8369",36,13
"result.8370",36,11
"result.8371",34,11
"result.8372",36,12
"result.8373",36,13
"result.8374",36,11
"result.8375",36,14
"result.8376",34,11
"result.8377",36,12
"result.8378",36,14
"result.8379",36,12
"result.8380",36,12
"result.8381",36,12
"result.8382",36,12
"result.8383",36,14
"result.8384",36,10
"result.8385",36,13
"result.8386",36,13
"result.8387",36,12
"result.8388",34,12
"result.8389",34,12
"result.8390",36,13
"result.8391",34,12
"result.8392",36,12
"result.8393",34,11
"result.8394",36,11
"result.8395",36,13
"result.8396",36,12
"result.8397",34,12
"result.8398",36,12
"result.8399",36,12
"result.8400",36,12
"result.8401",36,12
"result.8402",34,11
"result.8403",36,13
"result.8404",36,12
"result.8405",36,13
"result.8406",36,12
"result.8407",36,12
"result.8408",36,13
"result.8409",36,12
"result.8410",36,12
"result.8411",36,11
"result.8412",36,12
"result.8413",36,12
"result.8414",36,12
"result.8415",36,14
"result.8416",36,14
"result.8417",36,12
"result.8418",36,12
"result.8419",32,12
"result.8420",36,12
"result.8421",36,12
"result.8422",36,13
"result.8423",34,12
"result.8424",36,14
"result.8425",36,13
"result.8426",34,12
"result.8427",34,12
"result.8428",36,11
"result.8429",36,12
"result.8430",36,12
"result.8431",36,12
"result.8432",36,12
"result.8433",36,12
"result.8434",36,12
"result.8435",36,12
"result.8436",36,13
"result.8437",36,14
"result.8438",36,12
"result.8439",36,12
"result.8440",36,11
"result.8441",36,12
"result.8442",36,12
"result.8443",36,13
"result.8444",36,12
"result.8445",34,12
"result.8446",32,10
"result.8447",36,12
"result.8448",34,11
"result.8449",36,12
"result.8450",32,12
"result.8451",36,13
"result.8452",36,12
"result.8453",36,12
"result.8454",36,13
"result.8455",36,13
"result.8456",36,12
"result.8457",34,10
"result.8458",34,11
"result.8459",36,13
"result.8460",36,12
"result.8461",36,12
"result.8462",36,13
"result.8463",36,12
"result.8464",36,12
"result.8465",36,10
"result.8466",36,13
"result.8467",34,13
"result.8468",36,12
"result.8469",36,13
"result.8470",36,13
"result.8471",36,12
"result.8472",36,13
"result.8473",36,12
"result.8474",36,12
"result.8475",34,12
"result.8476",36,12
"result.8477",36,12
"result.8478",36,13
"result.8479",34,12
"result.8480",36,13
"result.8481",36,12
"result.8482",36,13
"result.8483",36,12
"result.8484",36,11
"result.8485",34,12
"result.8486",34,11
"result.8487",36,12
"result.8488",36,12
"result.8489",36,12
"result.8490",36,12
"result.8491",36,12
"result.8492",34,11
"result.8493",36,11
"result.8494",36,13
"result.8495",36,13
"result.8496",36,11
"result.8497",36,13
"result.8498",36,13
"result.8499",36,12
"result.8500",36,12
"result.8501",36,12
"result.8502",36,12
"result.8503",36,12
"result.8504",34,12
"result.8505",36,12
"result.8506",36,13
"result.8507",36,11
"result.8508",36,12
"result.8509",34,11
"result.8510",36,13
"result.8511",34,11
"result.8512",36,12
"result.8513",34,12
"result.8514",36,12
"result.8515",36,12
"result.8516",36,12
"result.8517",36,12
"result.8518",36,13
"result.8519",36,14
"result.8520",36,12
"result.8521",36,12
"result.8522",34,11
"result.8523",36,13
"result.8524",36,12
"result.8525",34,13
"result.8526",36,13
"result.8527",36,12
"result.8528",36,11
"result.8529",36,12
"result.8530",34,12
"result.8531",34,12
"result.8532",36,12
"result.8533",36,12
"result.8534",36,12
"result.8535",36,12
"result.8536",36,12
"result.8537",36,12
"result.8538",36,12
"result.8539",34,13
"result.8540",36,14
"result.8541",36,12
"result.8542",36,13
"result.8543",36,11
"result.8544",36,11
"result.8545",36,12
"result.8546",36,12
"result.8547",36,13
"result.8548",36,13
"result.8549",34,10
"result.8550",36,12
"result.8551",34,11
"result.8552",36,12
"result.8553",36,12
"result.8554",36,13
"result.8555",36,12
"result.8556",36,12
"result.8557",36,12
"result.8558",36,12
"result.8559",36,13
"result.8560",36,11
"result.8561",36,10
"result.8562",36,10
"result.8563",36,13
"result.8564",36,13
"result.8565",36,12
"result.8566",36,12
"result.8567",36,11
"result.8568",36,13
"result.8569",36,13
"result.8570",36,12
"result.8571",36,14
"result.8572",36,12
"result.8573",34,11
"result.8574",36,12
"result.8575",34,12
"result.8576",36,13
"result.8577",36,11
"result.8578",36,13
"result.8579",36,13
"result.8580",34,11
"result.8581",34,12
"result.8582",36,11
"result.8583",36,12
"result.8584",36,12
"result.8585",36,11
"result.8586",36,14
"result.8587",36,13
"result.8588",36,13
"result.8589",36,13
"result.8590",36,12
"result.8591",34,13
"result.8592",36,12
"result.8593",34,11
"result.8594",36,12
"result.8595",36,12
"result.8596",36,13
"result.8597",36,12
"result.8598",36,12
"result.8599",32,11
"result.8600",34,11
"result.8601",36,11
"result.8602",36,14
"result.8603",36,13
"result.8604",36,13
"result.8605",36,13
"result.8606",36,13
"result.8607",36,12
"result.8608",36,13
"result.8609",36,13
"result.8610",34,12
"result.8611",36,13
"result.8612",34,12
"result.8613",36,12
"result.8614",36,13
"result.8615",36,13
"result.8616",36,12
"result.8617",36,12
"result.8618",36,13
"result.8619",34,11
"result.8620",36,13
"result.8621",36,11
"result.8622",36,11
"result.8623",36,10
"result.8624",36,13
"result.8625",36,13
"result.8626",32,11
"result.8627",36,13
"result.8628",36,12
"result.8629",36,12
"result.8630",36,12
"result.8631",36,12
"result.8632",36,13
"result.8633",32,11
"result.8634",34,12
"result.8635",36,11
"result.8636",36,11
"result.8637",34,11
"result.8638",36,10
"result.8639",36,13
"result.8640",36,13
"result.8641",36,12
"result.8642",36,13
"result.8643",36,12
"result.8644",36,12
"result.8645",36,13
"result.8646",36,12
"result.8647",36,12
"result.8648",36,12
"result.8649",36,13
"result.8650",36,11
"result.8651",36,12
"result.8652",36,11
"result.8653",36,13
"result.8654",36,13
"result.8655",36,13
"result.8656",36,12
"result.8657",36,13
"result.8658",36,12
"result.8659",36,13
"result.8660",36,12
"result.8661",36,12
"result.8662",36,12
"result.8663",34,11
"result.8664",36,12
"result.8665",34,13
"result.8666",34,11
"result.8667",36,13
"result.8668",36,12
"result.8669",36,13
"result.8670",36,12
"result.8671",36,12
"result.8672",36,11
"result.8673",36,13
"result.8674",36,12
"result.8675",36,12
"result.8676",36,12
"result.8677",36,14
"result.8678",36,12
"result.8679",36,12
"result.8680",36,13
"result.8681",36,12
"result.8682",34,11
"result.8683",36,12
"result.8684",34,11
"result.8685",36,11
"result.8686",36,12
"result.8687",36,12
"result.8688",36,13
"result.8689",36,14
"result.8690",36,11
"result.8691",32,12
"result.8692",34,11
"result.8693",34,11
"result.8694",36,11
"result.8695",36,12
"result.8696",36,13
"result.8697",36,12
"result.8698",36,12
"result.8699",36,13
"result.8700",32,10
"result.8701",36,12
"result.8702",36,12
"result.8703",36,11
"result.8704",36,11
"result.8705",36,13
"result.8706",34,12
"result.8707",36,13
"result.8708",36,12
"result.8709",36,14
"result.8710",36,12
"result.8711",36,12
"result.8712",36,11
"result.8713",36,12
"result.8714",36,12
"result.8715",36,11
"result.8716",36,14
"result.8717",36,12
"result.8718",36,12
"result.8719",36,13
"result.8720",36,13
"result.8721",36,12
"result.8722",36,12
"result.8723",36,13
"result.8724",36,12
"result.8725",36,12
"result.8726",36,12
"result.8727",36,11
"result.8728",36,13
"result.8729",36,13
"result.8730",36,11
"result.8731",36,12
"result.8732",32,11
"result.8733",36,12
"result.8734",34,10
"result.8735",34,11
"result.8736",36,12
"result.8737",36,14
"result.8738",36,12
"result.8739",36,13
"result.8740",36,12
"result.8741",32,11
"result.8742",36,12
"result.8743",36,12
"result.8744",36,12
"result.8745",36,13
"result.8746",36,13
"result.8747",36,12
"result.8748",36,12
"result.8749",34,11
"result.8750",36,11
"result.8751",36,13
"result.8752",36,11
"result.8753",36,12
"result.8754",36,12
"result.8755",36,12
"result.8756",36,13
"result.8757",36,13
"result.8758",32,10
"result.8759",36,13
"result.8760",36,11
"result.8761",36,12
"result.8762",36,12
"result.8763",36,12
"result.8764",34,12
"result.8765",36,14
"result.8766",36,13
"result.8767",36,13
"result.8768",36,11
"result.8769",36,12
"result.8770",36,10
"result.8771",36,13
"result.8772",36,12
"result.8773",36,12
"result.8774",36,13
"result.8775",36,12
"result.8776",36,12
"result.8777",34,12
"result.8778",36,11
"result.8779",36,12
"result.8780",34,12
"result.8781",34,12
"result.8782",36,13
"result.8783",36,13
"result.8784",36,11
"result.8785",34,12
"result.8786",36,13
"result.8787",36,13
"result.8788",36,13
"result.8789",34,11
"result.8790",36,12
"result.8791",36,13
"result.8792",34,12
"result.8793",36,12
"result.8794",34,12
"result.8795",36,13
"result.8796",34,12
"result.8797",36,12
"result.8798",36,12
"result.8799",36,12
"result.8800",36,12
"result.8801",34,12
"result.8802",34,11
"result.8803",36,12
"result.8804",36,11
"result.8805",36,12
"result.8806",34,11
"result.8807",36,12
"result.8808",36,12
"result.8809",36,13
"result.8810",34,12
"result.8811",34,12
"result.8812",36,13
"result.8813",36,13
"result.8814",36,11
"result.8815",36,13
"result.8816",34,12
"result.8817",36,12
"result.8818",36,12
"result.8819",36,12
"result.8820",36,12
"result.8821",34,12
"result.8822",36,12
"result.8823",34,11
"result.8824",36,11
"result.8825",36,12
"result.8826",34,12
"result.8827",36,12
"result.8828",34,11
"result.8829",36,11
"result.8830",36,13
"result.8831",36,13
"result.8832",36,13
"result.8833",36,12
"result.8834",36,12
"result.8835",32,11
"result.8836",36,12
"result.8837",34,12
"result.8838",36,11
"result.8839",36,13
"result.8840",36,12
"result.8841",36,13
"result.8842",36,13
"result.8843",36,12
"result.8844",34,11
"result.8845",36,11
"result.8846",36,12
"result.8847",34,12
"result.8848",36,12
"result.8849",32,10
"result.8850",36,12
"result.8851",36,13
"result.8852",36,9
"result.8853",30,11
"result.8854",36,14
"result.8855",36,12
"result.8856",34,11
"result.8857",36,13
"result.8858",36,12
"result.8859",36,12
"result.8860",36,13
"result.8861",36,13
"result.8862",36,11
"result.8863",36,11
"result.8864",36,13
"result.8865",36,13
"result.8866",36,13
"result.8867",36,12
"result.8868",36,12
"result.8869",36,12
"result.8870",36,13
"result.8871",34,12
"result.8872",36,13
"result.8873",36,13
"result.8874",36,14
"result.8875",36,12
"result.8876",36,12
"result.8877",36,13
"result.8878",34,11
"result.8879",36,13
"result.8880",32,12
"result.8881",34,12
"result.8882",36,12
"result.8883",36,13
"result.8884",36,12
"result.8885",34,11
"result.8886",36,12
"result.8887",36,13
"result.8888",36,12
"result.8889",34,12
"result.8890",36,11
"result.8891",30,9
"result.8892",36,11
"result.8893",36,12
"result.8894",34,12
"result.8895",34,11
"result.8896",36,12
"result.8897",36,12
"result.8898",34,11
"result.8899",36,12
"result.8900",36,11
"result.8901",36,12
"result.8902",34,10
"result.8903",36,14
"result.8904",36,12
"result.8905",36,13
"result.8906",36,12
"result.8907",36,11
"result.8908",36,12
"result.8909",32,12
"result.8910",36,12
"result.8911",36,13
"result.8912",36,12
"result.8913",36,12
"result.8914",36,13
"result.8915",36,13
"result.8916",36,13
"result.8917",36,12
"result.8918",36,13
"result.8919",36,11
"result.8920",36,12
"result.8921",36,14
"result.8922",36,13
"result.8923",36,13
"result.8924",36,13
"result.8925",36,13
"result.8926",34,11
"result.8927",32,10
"result.8928",34,12
"result.8929",36,13
"result.8930",36,13
"result.8931",36,11
"result.8932",36,13
"result.8933",36,13
"result.8934",36,12
"result.8935",36,12
"result.8936",34,12
"result.8937",36,13
"result.8938",34,11
"result.8939",36,12
"result.8940",34,11
"result.8941",32,11
"result.8942",36,12
"result.8943",34,12
"result.8944",36,12
"result.8945",36,14
"result.8946",36,13
"result.8947",34,12
"result.8948",36,12
"result.8949",36,13
"result.8950",36,13
"result.8951",36,12
"result.8952",34,10
"result.8953",36,12
"result.8954",34,11
"result.8955",36,12
"result.8956",34,12
"result.8957",36,13
"result.8958",36,13
"result.8959",36,13
"result.8960",36,12
"result.8961",36,13
"result.8962",36,13
"result.8963",36,12
"result.8964",36,12
"result.8965",36,12
"result.8966",36,13
"result.8967",34,12
"result.8968",36,12
"result.8969",36,12
"result.8970",36,13
"result.8971",36,13
"result.8972",36,12
"result.8973",34,11
"result.8974",36,12
"result.8975",34,13
"result.8976",36,12
"result.8977",34,11
"result.8978",36,13
"result.8979",34,11
"result.8980",34,12
"result.8981",36,13
"result.8982",36,12
"result.8983",36,11
"result.8984",36,13
"result.8985",36,12
"result.8986",36,12
"result.8987",36,12
"result.8988",36,12
"result.8989",36,12
"result.8990",36,14
"result.8991",34,12
"result.8992",36,13
"result.8993",36,13
"result.8994",32,11
"result.8995",36,13
"result.8996",34,11
"result.8997",36,12
"result.8998",36,13
"result.8999",36,13
"result.9000",36,13
"result.9001",36,12
"result.9002",34,11
"result.9003",36,13
"result.9004",36,13
"result.9005",36,11
"result.9006",36,13
"result.9007",36,13
"result.9008",36,12
"result.9009",36,13
"result.9010",36,13
"result.9011",36,14
"result.9012",34,10
"result.9013",36,12
"result.9014",36,13
"result.9015",32,11
"result.9016",34,11
"result.9017",36,11
"result.9018",34,11
"result.9019",36,12
"result.9020",36,12
"result.9021",36,11
"result.9022",34,12
"result.9023",36,12
"result.9024",36,12
"result.9025",36,12
"result.9026",36,12
"result.9027",36,12
"result.9028",34,12
"result.9029",36,12
"result.9030",36,12
"result.9031",34,12
